CHROM	START	END	HUDSON_FST	N_VARIANTS
chr01	37890019	37900018	NA	0
chr01	37900019	37910018	NA	0
chr01	37910019	37920018	0.81679389	59
chr01	37920019	37930018	0.85265589	92
chr01	37930019	37940018	0.88667917	108
chr01	37940019	37950018	0.8764977	90
chr01	37950019	37960018	0.85565217	73
chr01	37960019	37970018	0.91811414	79
chr01	37970019	37980018	0.2	1
chr01	37980019	37990018	NA	0
chr01	37990019	38000018	NA	0
chr01	38000019	38010018	0.9	10
chr01	38010019	38020018	0.88269231	63
chr01	38020019	38030018	0.85838509	34
chr01	38030019	38040018	0.86792453	77
chr01	38040019	38050018	0.85425101	106
chr01	38050019	38060018	0.91824324	59
chr01	38060019	38070018	0.94186992	91
chr01	38070019	38080018	0.86312595	136
chr01	38080019	38090018	0.93669065	51
chr01	38090019	38100018	0.86132316	167
chr01	38100019	38110018	0.8226087	103
chr01	38110019	38120018	0.82573099	37
chr01	38120019	38130018	0.7887522	136
chr01	38130019	38140018	0.88449198	75
chr01	38140019	38150018	0.83062731	125
chr01	38150019	38160018	0.9697479	42
chr01	38160019	38170018	0.94261294	158
chr01	38170019	38180018	0.94090909	109
chr01	38180019	38190018	0.97934272	73
chr01	38190019	38200018	NA	0
chr01	38200019	38210018	NA	0
chr01	38210019	38220018	NA	0
chr01	38220019	38230018	NA	0
chr01	38230019	38240018	NA	0
chr01	38240019	38250018	NA	0
chr01	38250019	38260018	NA	0
chr01	38260019	38270018	NA	0
chr01	38270019	38280018	1	53
chr01	38280019	38290018	0.97538462	80
chr01	38290019	38300018	0.97725587	139
chr01	38300019	38310018	0.9826087	55
chr01	38310019	38320018	0.96258993	74
chr01	38320019	38330018	0.98965517	49
chr01	38330019	38340018	1	71
chr01	38340019	38350018	0.9722449	43
chr01	38350019	38360018	0.96363636	8
chr01	38360019	38370018	0.97969822	126
chr01	38370019	38380018	0.96942675	113
chr01	38380019	38390018	0.93354232	60
chr01	38390019	38400018	0.97994723	131
chr01	38400019	38410018	0.99223301	70
chr01	38410019	38420018	0.91111111	38
chr01	38420019	38430018	0.88418803	95
chr01	38430019	38440018	0.88615385	53
chr01	38440019	38450018	0.89235127	70
chr01	38450019	38460018	0.8046729	112
chr01	38460019	38470018	0.87311828	62
chr01	38470019	38480018	0.85555556	68
chr01	38480019	38490018	0.82365591	84
chr01	38490019	38500018	0.79082569	102
chr01	38500019	38510018	0.79280576	65
chr01	38510019	38520018	0.76415094	62
chr01	38520019	38530018	0.97891892	64
chr01	38530019	38540018	0.847557	65
chr01	38540019	38550018	0.73393939	84
chr01	38550019	38560018	0.78959538	79
chr01	38560019	38570018	0.71102041	65
chr01	38570019	38580018	NA	0
chr01	38580019	38590018	NA	0
chr01	38590019	38600018	0.21121495	104
chr01	38600019	38610018	0.195	79
chr01	38610019	38620018	0.2	34
chr01	38620019	38630018	0.2	69
chr01	38630019	38640018	0.61340782	56
chr01	38640019	38650018	0.81416431	79
chr01	38650019	38660018	0.87360595	56
chr01	38660019	38670018	0.8510929	158
chr01	38670019	38680018	0.91256831	72
chr01	38680019	38690018	NA	0
chr01	38690019	38700018	NA	0
chr01	38700019	38710018	NA	0
chr01	38710019	38720018	NA	0
chr01	38720019	38730018	NA	0
chr01	38730019	38740018	NA	0
chr01	38740019	38750018	NA	0
chr01	38750019	38760018	NA	0
chr01	38760019	38770018	NA	0
chr01	38770019	38780018	NA	0
chr01	38780019	38790018	NA	0
chr01	38790019	38800018	NA	0
chr01	38800019	38810018	NA	0
chr01	38810019	38820018	NA	0
chr01	38820019	38830018	NA	0
chr01	38830019	38840018	NA	0
chr01	38840019	38850018	NA	0
chr01	38850019	38860018	NA	0
chr01	38860019	38870018	NA	0
chr01	38870019	38880018	0.060792952	86
chr01	38880019	38890018	0.085427136	76
chr01	38890019	38900018	0.047513812	69
chr01	38900019	38910018	0.11389646	137
chr01	38910019	38920018	0.1739645	62
chr01	38920019	38930018	0.2	40
chr01	38930019	38940018	NA	0
chr01	38940019	38950018	NA	0
chr01	38950019	38960018	NA	0
chr01	38960019	38970018	NA	0
chr01	38970019	38980018	NA	0
chr01	38980019	38990018	0.041860465	18
chr01	38990019	39000018	0.17288136	41
chr01	39000019	39010018	0.2	42
chr01	39010019	39020018	0.1654321	58
chr01	39020019	39030018	0.16601307	57
chr01	39030019	39040018	0.21992032	89
chr01	39040019	39050018	0.092870906	195
chr01	39050019	39060018	0.18961039	55
chr01	39060019	39070018	0.16738197	88
chr01	39070019	39080018	NA	0
chr01	39080019	39090018	NA	0
chr01	39090019	39100018	NA	0
chr01	39100019	39110018	NA	0
chr01	39110019	39120018	NA	0
chr01	39120019	39130018	NA	0
chr01	39130019	39140018	NA	0
chr01	39140019	39150018	0.325	21
chr01	39150019	39160018	0.27523629	184
chr01	39160019	39170018	0.22886598	36
chr01	39170019	39180018	NA	0
chr01	39180019	39190018	0.85931559	57
chr01	39190019	39200018	0.79878234	152
chr01	39200019	39210018	0.78100173	136
chr01	39210019	39220018	0.8624	79
chr01	39220019	39230018	0.80903226	69
chr01	39230019	39240018	0.89247706	109
chr01	39240019	39250018	0.93636364	32
chr01	39250019	39260018	NA	0
chr01	39260019	39270018	NA	0
chr01	39270019	39280018	NA	0
chr01	39280019	39290018	NA	0
chr01	39290019	39300018	NA	0
chr01	39300019	39310018	NA	0
chr01	39310019	39320018	NA	0
chr01	39320019	39330018	NA	0
chr01	39330019	39340018	NA	0
chr01	39340019	39350018	NA	0
chr01	39350019	39360018	0.63870968	54
chr01	39360019	39370018	0.6733945	58
chr01	39370019	39380018	0.65561497	52
chr01	39380019	39390018	0.54787879	156
chr01	39390019	39400018	0.74681648	67
chr01	39400019	39410018	0.6	13
chr01	39410019	39420018	NA	0
chr01	39420019	39430018	0.82588997	68
chr01	39430019	39440018	0.85945946	40
chr01	39440019	39450018	0.82227979	86
chr01	39450019	39460018	0.84	29
chr01	39460019	39470018	0.81414634	96
chr01	39470019	39480018	0.80160428	89
chr01	39480019	39490018	0.89090909	70
chr01	39490019	39500018	0.82695035	31
chr01	39500019	39510018	0.8428246	93
chr01	39510019	39520018	NA	0
chr01	39520019	39530018	NA	0
chr01	39530019	39540018	NA	0
chr01	39540019	39550018	NA	0
chr01	39550019	39560018	NA	0
chr01	39560019	39570018	NA	0
chr01	39570019	39580018	0.68484848	50
chr01	39580019	39590018	0.86863469	113
chr01	39590019	39600018	0.85741325	66
chr01	39600019	39610018	0.87015707	80
chr01	39610019	39620018	0.80740741	24
chr01	39620019	39630018	0.9015873	50
chr01	39630019	39640018	0.85502646	40
chr01	39640019	39650018	0.87012987	33
chr01	39650019	39660018	0.82857143	6
chr01	39660019	39670018	0.92463768	13
chr01	39670019	39680018	NA	0
chr01	39680019	39690018	NA	0
chr01	39690019	39700018	NA	0
chr01	39700019	39710018	NA	0
chr01	39710019	39720018	NA	0
chr01	39720019	39730018	NA	0
chr01	39730019	39740018	NA	0
chr01	39740019	39750018	NA	0
chr01	39750019	39760018	NA	0
chr01	39760019	39770018	0.8481409	112
chr01	39770019	39780018	0.78064516	58
chr01	39780019	39790018	0.72521368	117
chr01	39790019	39800018	0.83703704	46
chr01	39800019	39810018	0.80031546	144
chr01	39810019	39820018	0.91386431	65
chr01	39820019	39830018	0.85626478	90
chr01	39830019	39840018	0.98052434	92
chr01	39840019	39850018	0.98652482	48
chr01	39850019	39860018	0.97397959	68
chr01	39860019	39870018	0.99565217	62
chr01	39870019	39880018	0.98589563	121
chr01	39880019	39890018	1	19
chr01	39890019	39900018	0.96363636	45
chr01	39900019	39910018	0.96294537	74
chr01	39910019	39920018	0.97260274	89
chr01	39920019	39930018	0.96023055	62
chr01	39930019	39940018	0.97101449	36
chr01	39940019	39950018	0.96011396	62
chr01	39950019	39960018	0.97264957	62
chr01	39960019	39970018	0.94871795	28
chr01	39970019	39980018	0.89295775	14
chr01	39980019	39990018	NA	0
chr01	39990019	40000018	NA	0
chr01	40000019	40010018	0.94784483	85
chr01	40010019	40020018	0.88181818	69
chr01	40020019	40030018	0.90904977	86
chr01	40030019	40040018	0.96666667	70
chr01	40040019	40050018	0.8943299	78
chr01	40050019	40060018	0.97031802	99
chr01	40060019	40070018	0.95907928	69
chr01	40070019	40080018	0.96818182	31
chr01	40080019	40090018	NA	0
chr01	40090019	40100018	0.85102041	44
chr01	40100019	40110018	0.98409091	60
chr01	40110019	40120018	0.93742574	100
chr01	40120019	40130018	0.98900634	80
chr01	40130019	40140018	0.96312057	75
chr01	40140019	40150018	0.97910448	46
chr01	40150019	40160018	0.9969112	87
chr01	40160019	40170018	0.98109306	117
chr01	40170019	40180018	0.98120805	51
chr01	40180019	40190018	0.98913043	31
chr01	40190019	40200018	0.96176471	48
chr01	40200019	40210018	0.97586837	95
chr01	40210019	40220018	1	75
chr01	40220019	40230018	0.98242678	42
chr01	40230019	40240018	0.98454936	40
chr01	40240019	40250018	0.99106145	61
chr01	40250019	40260018	0.98795987	51
chr01	40260019	40270018	0.97818182	67
chr01	40270019	40280018	0.99212254	77
chr01	40280019	40290018	0.98268793	75
chr01	40290019	40300018	NA	0
chr01	40300019	40310018	NA	0
chr01	40310019	40320018	NA	0
chr01	40320019	40330018	NA	0
chr01	40330019	40340018	NA	0
chr01	40340019	40350018	NA	0
chr01	40350019	40360018	NA	0
chr01	40360019	40370018	NA	0
chr01	40370019	40380018	NA	0
chr01	40380019	40390018	NA	0
chr01	40390019	40400018	NA	0
chr01	40400019	40410018	NA	0
chr01	40410019	40420018	NA	0
chr01	40420019	40430018	NA	0
chr01	40430019	40440018	0.52626728	62
chr01	40440019	40450018	0.71485149	48
chr01	40450019	40460018	0.809375	55
chr01	40460019	40470018	0.58464646	135
chr01	40470019	40480018	0.60154143	145
chr01	40480019	40490018	0.61552511	59
chr01	40490019	40500018	0.8	51
chr01	40500019	40510018	NA	0
chr01	40510019	40520018	NA	0
chr01	40520019	40530018	NA	0
chr01	40530019	40540018	NA	0
chr01	40540019	40550018	NA	0
chr01	40550019	40560018	NA	0
chr01	40560019	40570018	NA	0
chr01	40570019	40580018	0.62420635	131
chr01	40580019	40590018	0.81789264	107
chr01	40590019	40600018	0.87218935	67
chr01	40600019	40610018	0.83414634	91
chr01	40610019	40620018	0.91536524	74
chr01	40620019	40630018	0.98435754	122
chr01	40630019	40640018	0.89405405	110
chr01	40640019	40650018	0.94950495	145
chr01	40650019	40660018	0.9492163	57
chr01	40660019	40670018	0.9	43
chr01	40670019	40680018	0.94666667	54
chr01	40680019	40690018	0.98828452	81
chr01	40690019	40700018	1	31
chr01	40700019	40710018	NA	0
chr01	40710019	40720018	NA	0
chr01	40720019	40730018	NA	0
chr01	40730019	40740018	NA	0
chr01	40740019	40750018	0.97288136	21
chr01	40750019	40760018	0.97142857	44
chr01	40760019	40770018	0.98448276	79
chr01	40770019	40780018	0.9874092	70
chr01	40780019	40790018	0.98226601	35
chr01	40790019	40800018	0.97021277	66
chr01	40800019	40810018	0	1
chr01	40810019	40820018	NA	0
chr01	40820019	40830018	NA	0
chr01	40830019	40840018	NA	0
chr01	40840019	40850018	NA	0
chr01	40850019	40860018	NA	0
chr01	40860019	40870018	NA	0
chr01	40870019	40880018	NA	0
chr01	40880019	40890018	NA	0
chr01	40890019	40900018	NA	0
chr01	40900019	40910018	NA	0
chr01	40910019	40920018	NA	0
chr01	40920019	40930018	NA	0
chr01	40930019	40940018	NA	0
chr01	40940019	40950018	NA	0
chr01	40950019	40960018	NA	0
chr01	40960019	40970018	0.90930233	65
chr01	40970019	40980018	0.7921875	128
chr01	40980019	40990018	0.66631016	55
chr01	40990019	41000018	0.66481876	137
chr01	41000019	41010018	0.56104869	86
chr01	41010019	41020018	0.69240924	86
chr01	41020019	41030018	0.79084337	104
chr01	41030019	41040018	0.68611898	103
chr01	41040019	41050018	0.81260054	173
chr01	41050019	41060018	0.81122807	65
chr01	41060019	41070018	0.85635359	38
chr01	41070019	41080018	0.82299652	62
chr01	41080019	41090018	0.73584906	53
chr01	41090019	41100018	0.68930233	57
chr01	41100019	41110018	NA	0
chr01	41110019	41120018	NA	0
chr01	41120019	41130018	NA	0
chr01	41130019	41140018	NA	0
chr01	41140019	41150018	0.83261803	51
chr01	41150019	41160018	0.65945946	82
chr01	41160019	41170018	0.78740741	63
chr01	41170019	41180018	0.82853026	164
chr01	41180019	41190018	0.90057803	103
chr01	41190019	41200018	0.85121951	69
chr01	41200019	41210018	NA	0
chr01	41210019	41220018	NA	0
chr01	41220019	41230018	NA	0
chr01	41230019	41240018	0.71111111	6
chr01	41240019	41250018	0.875	87
chr01	41250019	41260018	0.92403846	79
chr01	41260019	41270018	0.95483871	67
chr01	41270019	41280018	0.93819242	64
chr01	41280019	41290018	0.82750809	137
chr01	41290019	41300018	0.84673913	121
chr01	41300019	41310018	0.87777778	57
chr01	41310019	41320018	0.92648649	71
chr01	41320019	41330018	0.93513514	14
chr01	41330019	41340018	NA	0
chr01	41340019	41350018	NA	0
chr01	41350019	41360018	NA	0
chr01	41360019	41370018	NA	0
chr01	41370019	41380018	NA	0
chr01	41380019	41390018	NA	0
chr01	41390019	41400018	NA	0
chr01	41400019	41410018	NA	0
chr01	41410019	41420018	NA	0
chr01	41420019	41430018	NA	0
chr01	41430019	41440018	NA	0
chr01	41440019	41450018	NA	0
chr01	41450019	41460018	NA	0
chr01	41460019	41470018	NA	0
chr01	41470019	41480018	NA	0
chr01	41480019	41490018	NA	0
chr01	41490019	41500018	NA	0
chr01	41500019	41510018	NA	0
chr01	41510019	41520018	NA	0
chr01	41520019	41530018	NA	0
chr01	41530019	41540018	NA	0
chr01	41540019	41550018	NA	0
chr01	41550019	41560018	NA	0
chr01	41560019	41570018	NA	0
chr01	41570019	41580018	NA	0
chr01	41580019	41590018	NA	0
chr01	41590019	41600018	NA	0
chr01	41600019	41610018	NA	0
chr01	41610019	41620018	NA	0
chr01	41620019	41630018	NA	0
chr01	41630019	41640018	NA	0
chr01	41640019	41650018	NA	0
chr01	41650019	41660018	NA	0
chr01	41660019	41670018	NA	0
chr01	41670019	41680018	NA	0
chr01	41680019	41690018	NA	0
chr01	41690019	41700018	NA	0
chr01	41700019	41710018	0.70084034	29
chr01	41710019	41720018	0.59520958	42
chr01	41720019	41730018	0.56330275	56
chr01	41730019	41740018	0.57276265	68
chr01	41740019	41750018	0.5787234	49
chr01	41750019	41760018	0.58933333	19
chr01	41760019	41770018	NA	0
chr01	41770019	41780018	NA	0
chr01	41780019	41790018	NA	0
chr01	41790019	41800018	NA	0
chr01	41800019	41810018	NA	0
chr01	41810019	41820018	NA	0
chr01	41820019	41830018	NA	0
chr01	41830019	41840018	NA	0
chr01	41840019	41850018	NA	0
chr01	41850019	41860018	NA	0
chr01	41860019	41870018	0.28080808	59
chr01	41870019	41880018	0.50921986	38
chr01	41880019	41890018	0.40540541	42
chr01	41890019	41900018	0.23523035	115
chr01	41900019	41910018	0.38892508	89
chr01	41910019	41920018	0.45901639	67
chr01	41920019	41930018	NA	0
chr01	41930019	41940018	NA	0
chr01	41940019	41950018	NA	0
chr01	41950019	41960018	NA	0
chr01	41960019	41970018	NA	0
chr01	41970019	41980018	0.40810811	83
chr01	41980019	41990018	0.53003802	68
chr01	41990019	42000018	0.45438202	145
chr01	42000019	42010018	0.25373134	40
chr01	42010019	42020018	0.3980344	115
chr01	42020019	42030018	0.6	12
chr01	42030019	42040018	NA	0
chr01	42040019	42050018	NA	0
chr01	42050019	42060018	NA	0
chr01	42060019	42070018	NA	0
chr01	42070019	42080018	NA	0
chr01	42080019	42090018	NA	0
chr01	42090019	42100018	NA	0
chr01	42100019	42110018	NA	0
chr01	42110019	42120018	NA	0
chr01	42120019	42130018	NA	0
chr01	42130019	42140018	0.6	8
chr01	42140019	42150018	0.54852941	39
chr01	42150019	42160018	0.3787234	18
chr01	42160019	42170018	0.40377358	17
chr01	42170019	42180018	0.43673469	15
chr01	42180019	42190018	0.33333333	5
chr01	42190019	42200018	0.4	18
chr01	42200019	42210018	0.35730337	29
chr01	42210019	42220018	0.27850467	35
chr01	42220019	42230018	-0.14666667	10
chr01	42230019	42240018	-0.11111111	12
chr01	42240019	42250018	-0.008	8
chr01	42250019	42260018	0.52920354	90
chr01	42260019	42270018	0.54124294	46
chr01	42270019	42280018	0.51160221	48
chr01	42280019	42290018	0.50042918	62
chr01	42290019	42300018	0.4770428	71
chr01	42300019	42310018	0.55	49
chr01	42310019	42320018	0.55616438	57
chr01	42320019	42330018	0.47220447	84
chr01	42330019	42340018	0.47076923	37
chr01	42340019	42350018	NA	0
chr01	42350019	42360018	NA	0
chr01	42360019	42370018	NA	0
chr01	42370019	42380018	0.37263158	29
chr01	42380019	42390018	NA	0
chr01	42390019	42400018	NA	0
chr01	42400019	42410018	NA	0
chr01	42410019	42420018	NA	0
chr01	42420019	42430018	0.33333333	11
chr01	42430019	42440018	0.51946309	119
chr01	42440019	42450018	0.61745455	70
chr01	42450019	42460018	0.65083333	60
chr01	42460019	42470018	0.64258944	152
chr01	42470019	42480018	0.64876957	116
chr01	42480019	42490018	0.64824121	52
chr01	42490019	42500018	0.54517766	61
chr01	42500019	42510018	NA	0
chr01	42510019	42520018	NA	0
chr01	42520019	42530018	NA	0
chr01	42530019	42540018	NA	0
chr01	42540019	42550018	0.63966942	62
chr01	42550019	42560018	0.59127273	87
chr01	42560019	42570018	0.52361809	68
chr01	42570019	42580018	0.77073171	79
chr01	42580019	42590018	0.62787879	95
chr01	42590019	42600018	0.58551724	94
chr01	42600019	42610018	0.65473684	50
chr01	42610019	42620018	0.7673716	77
chr01	42620019	42630018	0.70980392	55
chr01	42630019	42640018	0.24663212	120
chr01	42640019	42650018	-0.086432161	66
chr01	42650019	42660018	0.11549296	22
chr01	42660019	42670018	NA	0
chr01	42670019	42680018	NA	0
chr01	42680019	42690018	NA	0
chr01	42690019	42700018	NA	0
chr01	42700019	42710018	NA	0
chr01	42710019	42720018	NA	0
chr01	42720019	42730018	NA	0
chr01	42730019	42740018	NA	0
chr01	42740019	42750018	NA	0
chr01	42750019	42760018	NA	0
chr01	42760019	42770018	NA	0
chr01	42770019	42780018	NA	0
chr01	42780019	42790018	NA	0
chr01	42790019	42800018	0.22666667	7
chr01	42800019	42810018	0.21481481	52
chr01	42810019	42820018	0.19615385	53
chr01	42820019	42830018	0.20816327	48
chr01	42830019	42840018	0.20254777	158
chr01	42840019	42850018	0.20727273	27
chr01	42850019	42860018	0.2	8
chr01	42860019	42870018	NA	0
chr01	42870019	42880018	NA	0
chr01	42880019	42890018	NA	0
chr01	42890019	42900018	NA	0
chr01	42900019	42910018	NA	0
chr01	42910019	42920018	NA	0
chr01	42920019	42930018	NA	0
chr01	42930019	42940018	NA	0
chr01	42940019	42950018	NA	0
chr01	42950019	42960018	NA	0
chr01	42960019	42970018	NA	0
chr01	42970019	42980018	NA	0
chr01	42980019	42990018	NA	0
chr01	42990019	43000018	NA	0
chr01	43000019	43010018	NA	0
chr01	43010019	43020018	0.53535354	53
chr01	43020019	43030018	0.56210526	78
chr01	43030019	43040018	0.42424242	13
chr01	43040019	43050018	0.54450867	46
chr01	43050019	43060018	0.41217391	32
chr01	43060019	43070018	0.54538153	65
chr01	43070019	43080018	0.41028571	121
chr01	43080019	43090018	0.26131805	148
chr01	43090019	43100018	0.34878049	122
chr01	43100019	43107073	0.4288	189
chr02	9083	19082	0.78782609	28
chr02	19083	29082	0.84153226	108
chr02	29083	39082	0.78461538	64
chr02	39083	49082	0.80348837	79
chr02	49083	59082	0.82296651	91
chr02	59083	69082	0.81348315	81
chr02	69083	79082	0.74896755	167
chr02	79083	89082	0.7646438	92
chr02	89083	99082	0.78974359	35
chr02	99083	109082	0.76810345	56
chr02	109083	119082	0.85315985	115
chr02	119083	129082	0.81441441	79
chr02	129083	139082	0.83381089	77
chr02	139083	149082	0.87047619	44
chr02	149083	159082	0.83294118	84
chr02	159083	169082	0.87945205	60
chr02	169083	179082	0.89225092	55
chr02	179083	189082	0.85463183	88
chr02	189083	199082	0.82992126	110
chr02	199083	209082	0.83529412	64
chr02	209083	219082	0.94863158	86
chr02	219083	229082	0.8532833	115
chr02	229083	239082	0.97674419	8
chr02	239083	249082	0.81878453	82
chr02	249083	259082	0.8	2
chr02	259083	269082	0.88313253	68
chr02	269083	279082	0.71705882	228
chr02	279083	289082	0.71	80
chr02	289083	299082	0.77777778	43
chr02	299083	309082	0.87455621	35
chr02	309083	319082	0.76	5
chr02	319083	329082	0.18461538	34
chr02	329083	339082	0.8026616	121
chr02	339083	349082	0.79280576	64
chr02	349083	359082	0.85454545	19
chr02	359083	369082	0	1
chr02	369083	379082	NA	0
chr02	379083	389082	0.76585366	39
chr02	389083	399082	0.73551913	42
chr02	399083	409082	0.56404494	24
chr02	409083	419082	0.8459893	82
chr02	419083	429082	0.43636364	68
chr02	429083	439082	0.28863636	97
chr02	439083	449082	0.83636364	57
chr02	449083	459082	0.66666667	92
chr02	459083	469082	NA	0
chr02	469083	479082	NA	0
chr02	479083	489082	NA	0
chr02	489083	499082	NA	0
chr02	499083	509082	NA	0
chr02	509083	519082	NA	0
chr02	519083	529082	NA	0
chr02	529083	539082	NA	0
chr02	539083	549082	0.78947368	18
chr02	549083	559082	0.61342282	75
chr02	559083	569082	0.67428571	55
chr02	569083	579082	0.8537931	61
chr02	579083	589082	0.86993007	31
chr02	589083	599082	0.66296296	118
chr02	599083	609082	NA	0
chr02	609083	619082	NA	0
chr02	619083	629082	NA	0
chr02	629083	639082	NA	0
chr02	639083	649082	NA	0
chr02	649083	659082	NA	0
chr02	659083	669082	NA	0
chr02	669083	679082	NA	0
chr02	679083	689082	NA	0
chr02	689083	699082	NA	0
chr02	699083	709082	NA	0
chr02	709083	719082	NA	0
chr02	719083	729082	0.91855204	42
chr02	729083	739082	0.67692308	26
chr02	739083	749082	0.37142857	84
chr02	749083	759082	0.33333333	3
chr02	759083	769082	0.65166667	31
chr02	769083	779082	0.84035874	94
chr02	779083	789082	0.62820513	81
chr02	789083	799082	0.34893617	67
chr02	799083	809082	0.20990099	145
chr02	809083	819082	0.26883117	75
chr02	819083	829082	0.20727273	27
chr02	829083	839082	0.2045977	86
chr02	839083	849082	0.20261438	77
chr02	849083	859082	0.20625	32
chr02	859083	869082	0.21772152	39
chr02	869083	879082	0.1975	41
chr02	879083	889082	0.21134752	73
chr02	889083	899082	0.20366972	54
chr02	899083	909082	0.20754717	26
chr02	909083	919082	0.20216216	92
chr02	919083	929082	0.23333333	23
chr02	929083	939082	0.2	38
chr02	939083	949082	0.2	81
chr02	949083	959082	0.22580645	30
chr02	959083	969082	0.2	21
chr02	969083	979082	0.20952381	20
chr02	979083	989082	0	10
chr02	989083	999082	0.025	15
chr02	999083	1009082	0.1	3
chr02	1009083	1019082	0.3	3
chr02	1019083	1029082	0.31764706	7
chr02	1029083	1039082	0.24444444	4
chr02	1039083	1049082	0.48571429	2
chr02	1049083	1059082	0.33333333	1
chr02	1059083	1069082	0.58497653	55
chr02	1069083	1079082	0.58873239	36
chr02	1079083	1089082	0.6	36
chr02	1089083	1099082	0.6	64
chr02	1099083	1109082	NA	0
chr02	1109083	1119082	NA	0
chr02	1119083	1129082	NA	0
chr02	1129083	1139082	NA	0
chr02	1139083	1149082	NA	0
chr02	1149083	1159082	NA	0
chr02	1159083	1169082	NA	0
chr02	1169083	1179082	NA	0
chr02	1179083	1189082	NA	0
chr02	1189083	1199082	NA	0
chr02	1199083	1209082	NA	0
chr02	1209083	1219082	NA	0
chr02	1219083	1229082	NA	0
chr02	1229083	1239082	NA	0
chr02	1239083	1249082	NA	0
chr02	1249083	1259082	NA	0
chr02	1259083	1269082	NA	0
chr02	1269083	1279082	0.59620853	53
chr02	1279083	1289082	0.57108434	21
chr02	1289083	1299082	0.57197452	42
chr02	1299083	1309082	0.5840796	52
chr02	1309083	1319082	0.6	33
chr02	1319083	1329082	0.58691589	109
chr02	1329083	1339082	0.587251	64
chr02	1339083	1349082	0.58987342	20
chr02	1349083	1359082	0.46666667	4
chr02	1359083	1369082	0.59562842	46
chr02	1369083	1379082	0.6	27
chr02	1379083	1389082	0.6	64
chr02	1389083	1399082	0.6	30
chr02	1399083	1409082	0.61052632	38
chr02	1409083	1419082	0.59699248	67
chr02	1419083	1429082	0.58935185	114
chr02	1429083	1439082	0.6	59
chr02	1439083	1449082	0.57232143	63
chr02	1449083	1459082	0.6	44
chr02	1459083	1469082	0.60529801	38
chr02	1469083	1479082	0.59058824	65
chr02	1479083	1489082	0.59795396	98
chr02	1489083	1499082	0.6	104
chr02	1499083	1509082	NA	0
chr02	1509083	1519082	NA	0
chr02	1519083	1529082	0.6	39
chr02	1529083	1539082	0	1
chr02	1539083	1549082	0.12631579	14
chr02	1549083	1559082	0.2	1
chr02	1559083	1569082	0.52	3
chr02	1569083	1579082	0.77777778	2
chr02	1579083	1589082	0.2	4
chr02	1589083	1599082	0.33333333	1
chr02	1599083	1609082	NA	0
chr02	1609083	1619082	0.33333333	2
chr02	1619083	1629082	0.33333333	2
chr02	1629083	1639082	0.33333333	1
chr02	1639083	1649082	0.33333333	4
chr02	1649083	1659082	0.33333333	20
chr02	1659083	1669082	0.3	3
chr02	1669083	1679082	0.52	6
chr02	1679083	1689082	NA	0
chr02	1689083	1699082	NA	0
chr02	1699083	1709082	0.6	9
chr02	1709083	1719082	0.24444444	3
chr02	1719083	1729082	0.275	8
chr02	1729083	1739082	0.48	6
chr02	1739083	1749082	0.36	6
chr02	1749083	1759082	0.34736842	6
chr02	1759083	1769082	0.2625	9
chr02	1769083	1779082	0.22826087	49
chr02	1779083	1789082	NA	0
chr02	1789083	1799082	0.53333333	3
chr02	1799083	1809082	0.45384615	9
chr02	1809083	1819082	0.25714286	18
chr02	1819083	1829082	0.54285714	4
chr02	1829083	1839082	0.048	22
chr02	1839083	1849082	0.4	6
chr02	1849083	1859082	NA	0
chr02	1859083	1869082	NA	0
chr02	1869083	1879082	NA	0
chr02	1879083	1889082	NA	0
chr02	1889083	1899082	NA	0
chr02	1899083	1909082	NA	0
chr02	1909083	1919082	NA	0
chr02	1919083	1929082	NA	0
chr02	1929083	1939082	NA	0
chr02	1939083	1949082	-0.018181818	8
chr02	1949083	1959082	0.6	1
chr02	1959083	1969082	0.085714286	5
chr02	1969083	1979082	0.22857143	15
chr02	1979083	1989082	NA	0
chr02	1989083	1999082	-0.04	2
chr02	1999083	2009082	0.2	1
chr02	2009083	2019082	0.26666667	4
chr02	2019083	2029082	0.26666667	4
chr02	2029083	2039082	0.44	8
chr02	2039083	2049082	0.19375	19
chr02	2049083	2059082	0.26464646	46
chr02	2059083	2069082	0.2	52
chr02	2069083	2079082	0.16875	37
chr02	2079083	2089082	0.2	54
chr02	2089083	2099082	0.32	18
chr02	2099083	2109082	0.36	47
chr02	2109083	2119082	0.8375	55
chr02	2119083	2129082	0.72447013	128
chr02	2129083	2139082	0.67596899	36
chr02	2139083	2149082	0.75288303	147
chr02	2149083	2159082	0.78893617	108
chr02	2159083	2169082	0.80809249	40
chr02	2169083	2179082	0.59047619	73
chr02	2179083	2189082	NA	0
chr02	2189083	2199082	NA	0
chr02	2199083	2209082	NA	0
chr02	2209083	2219082	NA	0
chr02	2219083	2229082	NA	0
chr02	2229083	2239082	NA	0
chr02	2239083	2249082	NA	0
chr02	2249083	2259082	NA	0
chr02	2259083	2269082	NA	0
chr02	2269083	2279082	NA	0
chr02	2279083	2289082	NA	0
chr02	2289083	2299082	NA	0
chr02	2299083	2309082	NA	0
chr02	2309083	2319082	NA	0
chr02	2319083	2329082	NA	0
chr02	2329083	2339082	NA	0
chr02	2339083	2349082	NA	0
chr02	2349083	2359082	NA	0
chr02	2359083	2369082	NA	0
chr02	2369083	2379082	NA	0
chr02	2379083	2389082	NA	0
chr02	2389083	2399082	NA	0
